269.91843137254904,1.5352103,1.5431932,1.5891473,1.6140877
270.16881952781114,1.5352103,1.5431932,1.5891473,1.6140877
270.4192076830733,1.5352103,1.5431932,1.5891473,1.6140877
270.6695958383354,1.5352103,1.5431932,1.5891473,1.6140877
270.91998399359744,1.5352103,1.5431932,1.5891473,1.6140877
271.1703721488596,1.5352103,1.5431932,1.5891473,1.6140877
271.4207603041217,1.5352103,1.5431932,1.5891473,1.6140877
271.6711484593838,1.5352103,1.5431932,1.5891473,1.6140877
271.9215366146459,1.5352103,1.5431932,1.5891473,1.6140877
272.171924769908,1.5352103,1.5431932,1.5891473,1.6140877
272.4223129251701,1.5352103,1.5431932,1.5891473,1.6140877
272.6727010804322,1.5352103,1.5431932,1.5891473,1.6140877
272.9230892356943,1.5352103,1.5431932,1.5891473,1.6140877
273.1734773909564,1.5352103,1.5431932,1.5891473,1.6140877
273.4238655462185,1.5352103,1.5431932,1.5891473,1.6140877
273.67425370148067,1.5352103,1.5431932,1.5891473,1.6140877
273.92464185674277,1.5352103,1.5431932,1.5891473,1.6140877
274.1750300120048,1.5352103,1.5431932,1.5891473,1.6140877
274.42541816726697,1.5352103,1.5431932,1.5891473,1.6140877
274.67580632252907,1.5352103,1.5431932,1.5891473,1.6140877
274.92619447779117,1.5352103,1.5431932,1.5891473,1.6140877
275.1765826330532,1.5352103,1.5431932,1.5891473,1.6140877
275.4269707883154,1.5352103,1.5431932,1.5891473,1.6140877
275.6773589435775,1.5352103,1.5431932,1.5891473,1.6140877
275.9277470988396,1.5352103,1.5431932,1.5891473,1.6140877
276.1781352541017,1.5352103,1.5431932,1.5891473,1.6140877
276.4285234093638,1.5352103,1.5431932,1.5891473,1.6140877
276.6789115646259,1.5352103,1.5431932,1.5891473,1.6140877
276.92929971988804,1.5352103,1.5431932,1.5891473,1.6140877
277.17968787515014,1.5352103,1.5431932,1.5891473,1.6140877
277.4300760304122,1.5352103,1.5431932,1.5891473,1.6140877
277.6804641856743,1.5352103,1.5431932,1.5891473,1.6140877
277.93085234093644,1.5352103,1.5431932,1.5891473,1.6140877
278.18124049619854,1.5352103,1.5431932,1.5891473,1.6140877
278.4316286514606,1.5352103,1.5431932,1.5891473,1.6140877
278.68201680672274,1.5352103,1.5431932,1.5891473,1.6140877
278.93240496198484,1.5352103,1.5431932,1.5891473,1.6140877
279.18279311724694,1.5352103,1.5431932,1.5891473,1.6140877
279.43318127250905,1.5352103,1.5431932,1.5891473,1.6140877
279.68356942777115,1.5352103,1.5431932,1.5891473,1.6140878
279.93395758303325,1.5352103,1.5431932,1.5891473,1.6140878
280.18434573829535,1.5352103,1.5431932,1.5891473,1.6140878
280.4347338935575,1.5352103,1.5431932,1.5891473,1.6140878
280.68512204881955,1.5352103,1.5431932,1.5891473,1.6140878
